postcode,x,y,distance
8510,50.7724,3.2769,43.724
8511,50.7785,3.2295,45.691
8520,50.8514,3.2824,37.694
8530,50.8534,3.3094,36.038
8531,50.8787,3.3028,34.783
8540,50.8534,3.3542,33.59
8550,50.8127,3.3385,37.482
8551,50.782,3.4122,36.72
8552,50.7701,3.3948,38.511
8553,50.8069,3.4204,34.15
8554,50.752,3.3663,41.324
8560,50.828,3.177,42.514
8570,50.8306,3.4536,30.635
8572,50.8133,3.4959,30.577
8573,50.809,3.4748,31.761
8580,50.7762,3.445,35.968
8581,50.7942,3.4947,32.467
8582,50.7577,3.4296,38.289
8583,50.7485,3.4082,39.961
8587,50.7255,3.3702,43.574
8600,51.0431,2.8451,14.173
8610,51.0257,2.9917,21.794
8620,51.1234,2.7645,4.101
8630,51.0466,2.6803,8.552
8640,50.9201,2.7492,23.431
8647,50.9635,2.7704,19.542
8650,50.9758,2.9035,22.683
8660,51.086,2.5964,5.015
8670,51.1107,2.6733,2.319
8680,51.0884,2.9543,14.552
8690,51.0029,2.7022,13.65
8691,50.9738,2.6549,16.274
8700,51.0103,3.3716,24.403
8710,50.8978,3.3621,30.134
8720,50.9454,3.4114,24.406
8730,51.1456,3.3473,11.14
8740,51.0041,3.2609,22.941
8750,51.0473,3.2428,18.037
8755,51.0404,3.3942,22.222
8760,50.9514,3.288,29.007
8770,50.9208,3.2557,32.139
8780,50.9209,3.338,30.241
8790,50.889,3.4276,27.093
8791,50.8754,3.3403,32.828
8792,50.8861,3.3596,31.028
8793,50.9091,3.4155,26.344
8800,50.9424,3.1477,30.137
8810,51.0333,3.15,20.222
8820,51.0656,3.1008,18.135
8830,50.9901,3.0895,26.112
8840,50.9487,3.0274,29.847
8850,50.9757,3.1974,26.021
8851,51.0023,3.2104,23.015
8860,50.8863,3.2375,35.913
8870,50.9237,3.2128,31.749
8880,50.8675,3.1506,38.339
8890,50.8717,3.0779,38.869
8900,50.8513,2.8668,33.743
8902,50.8188,2.9118,38.432
8904,50.9063,2.8458,27.678
8906,50.8848,2.8171,28.852
8908,50.8549,2.8202,31.984
8920,50.9197,2.913,28.689
8930,50.7919,3.1576,46.635
8940,50.7953,3.0577,45.489
8950,50.7615,2.8255,41.872
8951,50.766,2.7839,40.588
8952,50.7602,2.8524,42.623
8953,50.7863,2.8837,40.768
8954,50.7972,2.7465,36.621
8956,50.7833,2.8271,39.605
8957,50.7658,2.8976,43.25
8958,50.7817,2.7723,38.697
8970,50.8345,2.7487,32.598
8972,50.9076,2.657,23.638
8978,50.8586,2.6207,29.115
8980,50.8537,3.0015,37.91
9000,51.05,3.7167,0.021
9030,51.0748,3.6829,3.651
9031,51.0507,3.6565,4.243
9032,51.087,3.7091,4.153
9040,51.0595,3.7494,2.506
9041,51.1012,3.7695,6.781
9042,51.1416,3.8082,12.028
9050,51.0378,3.7549,2.984
9051,51.0265,3.6688,4.274
9052,51.0008,3.7075,5.514
9060,51.1896,3.8078,16.781
9070,51.0438,3.8016,5.973
9080,51.1052,3.8681,12.241
9090,50.993,3.8014,8.676
9100,51.1793,4.1608,17.321
9111,51.146,4.0886,23.278
9112,51.1579,4.0409,25.666
9120,51.218,4.2492,10.538
9130,51.277,4.2261,13.698
9140,51.1214,4.2025,17.639
9150,51.1491,4.3033,10.389
9160,51.1261,3.9813,20.362
9170,51.234,4.1151,19.962
9180,51.1741,3.93,20.325
9185,51.1685,3.8718,17.068
9190,51.2099,4.0554,24.104
9200,51.0228,4.0849,25.982
9220,51.0836,4.1492,23.199
9230,50.9851,3.8731,13.119
9240,51.0657,4.0403,22.734
9250,51.1057,4.0857,25.398
9255,51.022,4.2098,25.219
9260,51.0016,3.9373,16.367
9270,51.0346,3.8847,11.886
9280,50.9943,4.1014,27.674
9290,51.0339,3.9672,17.639
9300,50.936,4.0355,25.707
9308,50.9736,4.038,24.078
9310,50.9522,4.1105,24.632
9320,50.9215,4.0274,26.066
9340,50.9649,3.9445,18.563
9400,50.8227,4.0087,27.857
9401,50.8171,4.006,28.077
9402,50.8244,4.0367,25.879
9403,50.8027,4.0599,24.447
9404,50.8419,3.9574,28.66
9406,50.8419,3.9987,28.563
9420,50.9215,3.932,20.791
9450,50.8855,3.9923,26.625
9451,50.8907,3.9948,26.36
9470,50.8851,4.076,23.845
9472,50.8763,4.0443,25.807
9473,50.8988,4.056,25.612
9500,50.7706,3.8813,33.161
9506,50.7973,3.9474,32.39
9520,50.9242,3.8731,17.776
9521,50.9277,3.8797,17.766
9550,50.867,3.8936,23.841
9551,50.8911,3.9113,22.333
9552,50.9063,3.89,20.079
9570,50.8041,3.844,28.776
9571,50.8073,3.8576,28.752
9572,50.8037,3.8254,28.44
9600,50.7457,3.6005,34.83
9620,50.8701,3.8069,20.986
9630,50.882,3.7277,18.705
9636,50.8833,3.6833,18.695
9660,50.8093,3.7425,26.837
9661,50.7849,3.7975,30.03
9667,50.8367,3.6929,23.789
9680,50.816,3.6451,26.518
9681,50.7956,3.5949,29.575
9688,50.8031,3.6763,27.616
9690,50.779,3.5267,32.985
9700,50.856,3.6168,22.701
9750,50.9057,3.6146,17.59
9770,50.9017,3.5259,21.268
9771,50.8854,3.5101,23.378
9772,50.8904,3.5514,21.226
9790,50.8465,3.5432,25.723
9800,50.9909,3.519,15.37
9810,50.9796,3.6448,9.328
9820,50.9675,3.7372,9.287
9830,51.0146,3.6378,6.81
9831,51.0041,3.6147,8.808
9840,50.9864,3.6704,7.794
9850,51.0508,3.5513,11.619
9860,50.952,3.7939,12.166
9870,50.9378,3.4677,21.497
9880,51.0599,3.4513,18.662
9881,51.094,3.4928,16.459
9890,50.9302,3.6791,13.591
9900,51.187,3.5565,18.936
9910,51.1341,3.4497,17.849
9920,51.1017,3.613,9.285
9921,51.0876,3.6416,6.74
9930,51.1199,3.565,13.187
9931,51.1515,3.532,17.188
9932,51.1306,3.5518,14.641
9940,51.146,3.7157,10.68
9950,51.1525,3.605,13.841
9960,51.226,3.7509,19.723
9961,51.2586,3.7178,23.207
9968,51.212,3.6837,18.173
9970,51.2172,3.6152,19.919
9971,51.1949,3.6333,17.152
9980,51.242,3.5244,20.939
9981,51.2822,3.5464,19.989
9982,51.2716,3.5806,22.649
9988,51.2818,3.6079,23.988
9990,51.2074,3.4451,15.452
9991,51.2051,3.4954,18.972
9992,51.2561,3.416,14.328
