type,subtype,price_m2,living_area,land_area,facades,state,furnished,terrace,garden,pool,distance
house,residence,509.0,528,1260,2,2,False,True,True,False,18.705
house,mixed-building,512.0,349,240,2,2,False,True,True,False,40.835
house,residence,512.0,349,240,2,2,False,True,True,False,40.835
house,residence,512.0,156,133,3,2,False,False,False,False,43.513
house,residence,515.0,126,183,2,4,False,True,True,False,51.176
house,mixed-building,517.0,290,214,2,2,False,False,True,False,110.213
house,mixed-building,519.0,1050,2006,4,2,False,True,True,False,26.112
house,mixed-building,519.0,1050,2006,4,2,False,True,True,False,26.112
house,residence,519.0,287,619,3,2,False,False,True,False,63.042
house,residence,520.0,221,258,2,2,False,False,True,False,110.213
house,residence,520.0,96,840,3,2,False,False,True,False,70.179
house,residence,524.0,303,181,3,2,False,True,True,False,117.769
house,residence,530.0,245,55,2,2,False,True,False,False,49.047
house,residence,540.0,185,181,2,2,False,False,True,False,60.896
house,residence,541.0,146,260,3,2,False,True,True,False,44.855
house,mixed-building,542.0,166,140,2,2,False,False,False,False,51.176
house,residence,543.0,138,1300,4,8,False,False,True,False,76.935
house,residence,545.0,110,190,2,2,False,False,True,False,60.608
house,residence,545.0,165,1410,4,2,False,False,True,False,41.542
house,residence,546.0,119,340,2,2,False,True,True,False,58.672
house,residence,547.0,146,130,2,2,False,True,True,False,44.855
house,residence,548.0,155,177,2,2,False,True,True,False,60.104
house,residence,550.0,200,240,2,2,False,False,True,False,34.83
house,residence,551.0,254,400,3,2,False,True,True,False,55.445
house,mixed-building,551.0,270,1498,3,2,False,False,True,False,66.48
house,residence,552.0,161,490,2,2,False,False,True,False,44.945
house,residence,552.0,360,1621,4,4,False,False,True,False,83.682
house,residence,553.0,197,272,2,2,False,True,True,False,44.855
house,villa,553.0,244,1525,3,4,False,False,True,False,110.764
house,residence,553.0,179,127,3,2,False,True,True,False,49.047
house,residence,555.0,90,430,2,2,False,False,True,False,61.585
house,mixed-building,556.0,467,2341,4,4,False,False,False,False,125.477
house,residence,556.0,88,136,4,2,False,True,False,False,92.646
house,residence,568.0,667,1224,3,4,False,True,False,False,86.777
house,residence,571.0,105,102,2,2,False,False,False,False,51.607
house,mixed-building,572.0,103,220,2,2,False,False,True,False,88.007
house,residence,572.0,222,470,3,2,False,True,True,False,51.367
house,mixed-building,573.0,399,265,2,2,False,False,False,False,48.879
house,residence,576.0,217,130,2,2,False,True,False,False,47.607
house,residence,578.0,95,62,2,2,False,True,False,False,65.54
house,residence,578.0,102,340,2,2,False,True,True,False,49.881
house,residence,579.0,138,420,2,2,False,True,True,False,77.14
house,residence,580.0,136,440,2,4,False,False,False,False,43.552
house,residence,582.0,170,208,4,2,False,False,True,False,44.653
house,residence,582.0,170,270,3,2,False,True,True,False,60.104
house,residence,582.0,103,260,3,2,False,False,True,False,60.608
house,residence,583.0,423,810,2,4,False,True,True,False,77.14
house,residence,584.0,171,150,3,2,False,True,True,False,51.607
house,residence,585.0,128,339,2,2,False,False,True,False,42.977
house,residence,590.0,550,4940,4,2,False,True,True,False,36.565
house,residence,590.0,199,362,2,2,False,True,True,False,97.254
apartment,apartment,592.0,270,0,2,2,False,False,False,False,49.047
house,mixed-building,592.0,270,120,2,2,False,False,False,False,49.047
house,residence,594.0,168,80,2,4,False,True,False,False,88.007
house,residence,595.0,252,1310,3,4,False,True,True,False,79.643
house,residence,597.0,460,195,2,2,False,False,False,False,92.273
house,residence,597.0,385,557,3,4,False,True,False,False,43.552
house,residence,597.0,134,126,3,4,False,False,True,False,38.898
house,cottage,600.0,3500,48303,4,8,False,True,True,False,56.426
house,residence,600.0,3500,48303,4,8,False,True,True,False,56.426
house,residence,600.0,208,205,2,2,False,False,True,False,49.256
house,mixed-building,600.0,3500,48303,4,8,False,True,True,False,56.426
house,mixed-building,602.0,249,80,2,2,False,False,False,False,88.636
house,residence,603.0,207,441,3,2,False,False,True,False,87.232
house,residence,603.0,164,140,2,2,False,False,True,False,44.855
house,residence,607.0,140,535,3,2,False,True,True,False,45.793
house,mixed-building,607.0,560,1084,3,4,False,True,True,False,117.769
house,residence,608.0,230,335,2,2,False,True,True,False,47.481
house,residence,610.0,195,145,2,2,False,True,False,False,56.563
house,residence,610.0,113,135,2,2,False,False,True,False,44.945
house,residence,611.0,260,518,3,2,False,True,True,False,44.122
house,residence,612.0,245,1160,4,2,False,True,True,False,49.585
house,residence,614.0,407,800,3,2,False,True,True,False,58.708
house,residence,614.0,480,2600,4,2,False,True,True,False,105.685
house,residence,614.0,236,284,2,2,False,True,True,False,34.83
house,residence,616.0,154,368,3,2,False,True,True,False,88.818
house,residence,616.0,608,836,4,2,False,True,True,False,45.024
house,residence,617.0,235,305,3,2,False,True,True,False,50.092
house,residence,619.0,234,165,3,2,False,True,True,False,46.635
house,residence,619.0,210,165,2,2,False,True,True,False,88.007
house,mixed-building,621.0,320,385,2,4,False,True,True,False,45.587
house,residence,622.0,233,543,3,2,False,False,True,False,97.254
house,mixed-building,622.0,209,156,4,4,False,False,False,False,81.925
apartment,studio,623.0,800,0,4,4,False,False,False,False,56.563
house,residence,623.0,800,2205,4,4,False,False,False,False,56.563
house,residence,624.0,160,210,2,2,False,True,True,False,51.367
house,residence,624.0,400,200,2,2,False,True,False,False,48.218
house,residence,624.0,240,192,2,2,False,False,True,False,85.248
house,mixed-building,624.0,240,192,2,2,False,False,True,False,85.248
house,mixed-building,624.0,400,375,2,4,False,False,False,False,49.047
house,residence,625.0,80,452,4,2,False,False,False,False,82.435
house,residence,625.0,120,150,2,2,False,True,True,False,60.104
house,residence,625.0,208,570,3,2,False,False,True,False,65.54
house,cottage,626.0,222,684,3,2,False,False,True,False,103.465
house,mixed-building,630.0,252,234,2,2,False,True,True,False,48.879
house,mixed-building,633.0,205,180,2,2,False,True,True,False,48.217
house,residence,634.0,260,1190,2,2,False,True,True,False,60.104
house,residence,637.0,290,295,2,2,False,True,False,False,93.16
house,mixed-building,637.0,306,360,2,4,False,True,False,False,44.855
house,residence,638.0,235,565,2,2,False,False,True,False,125.592
house,mixed-building,638.0,2700,950,3,4,False,True,False,False,2.942
house,residence,638.0,94,125,2,2,False,True,True,False,65.54
house,residence,638.0,108,80,2,2,False,True,True,False,46.635
house,residence,641.0,265,185,2,8,False,False,True,False,95.909
house,residence,641.0,117,100,2,2,False,True,False,False,44.855
house,master-house,642.0,350,210,2,2,False,True,False,False,34.83
house,residence,642.0,140,387,2,2,False,True,True,False,72.696
house,residence,642.0,123,135,2,2,False,True,True,False,55.791
house,residence,644.0,295,369,2,4,False,False,True,False,70.936
house,residence,645.0,355,265,3,4,False,False,False,False,48.879
house,residence,646.0,201,250,2,2,False,False,True,False,57.158
house,residence,648.0,131,115,2,2,False,True,True,False,60.608
house,residence,648.0,185,235,3,2,False,False,True,False,89.805
house,residence,650.0,100,368,3,2,False,False,True,False,65.54
house,residence,652.0,115,880,3,2,False,False,True,False,55.38
house,residence,652.0,460,3201,4,2,False,False,False,False,95.768
house,residence,653.0,176,55,2,2,False,False,False,False,110.213
house,master-house,653.0,1500,1095,2,4,False,True,False,False,34.83
house,master-house,656.0,358,380,4,2,False,True,False,False,88.636
house,residence,656.0,221,274,2,2,False,False,True,False,110.213
house,residence,656.0,137,160,2,2,False,True,True,False,65.54
house,residence,656.0,137,180,2,2,False,False,False,False,40.835
house,residence,658.0,334,898,2,2,False,False,True,False,139.16
house,residence,658.0,120,230,2,2,False,False,True,False,49.047
house,mixed-building,659.0,341,425,2,2,False,True,True,False,33.161
house,residence,660.0,150,90,3,2,False,False,False,False,38.628
house,residence,660.0,150,292,2,8,False,True,False,False,65.54
house,residence,661.0,272,560,3,2,False,True,True,False,44.855
house,residence,662.0,249,227,3,2,False,False,True,False,65.54
house,residence,663.0,279,262,4,2,False,False,False,False,23.681
house,mixed-building,664.0,158,280,2,4,False,True,True,False,61.884
house,residence,664.0,164,697,2,2,False,False,True,False,55.791
house,residence,664.0,158,260,2,2,False,True,True,False,40.835
house,master-house,665.0,1000,398,2,2,False,True,False,False,34.83
house,residence,666.0,135,198,3,2,False,False,False,False,45.793
house,residence,666.0,105,180,2,2,False,False,True,False,60.104
house,residence,666.0,300,470,2,4,True,True,True,False,49.047
house,residence,666.0,135,150,2,2,False,False,True,False,51.427
house,residence,666.0,150,80,2,2,False,True,False,False,68.65
house,residence,668.0,193,240,3,2,False,False,True,False,109.519
house,residence,668.0,178,110,2,2,False,True,True,False,61.75
house,residence,668.0,148,313,2,2,False,True,True,False,45.587
house,mixed-building,669.0,1000,1710,2,8,False,True,True,True,34.83
house,residence,669.0,118,170,2,2,False,True,True,False,44.549
house,residence,669.0,209,520,2,8,False,True,True,False,125.685
apartment,loft,669.0,1000,0,2,8,False,True,True,True,34.83
house,residence,670.0,179,70,2,4,False,True,False,False,49.047
house,villa,672.0,2668,32475,4,4,False,True,True,False,62.492
house,residence,672.0,119,300,2,2,False,True,True,False,60.65
house,residence,673.0,349,450,2,2,False,True,True,False,116.333
house,mixed-building,673.0,460,410,2,8,False,True,False,False,17.849
house,residence,673.0,104,127,2,2,False,True,True,False,48.218
house,residence,674.0,206,1028,3,2,False,True,True,False,54.741
house,residence,674.0,200,218,3,2,False,True,False,False,48.217
house,residence,674.0,178,930,2,2,False,True,True,False,87.731
house,master-house,675.0,200,120,4,2,False,True,True,False,34.83
house,residence,675.0,400,1144,4,2,False,False,False,False,69.841
house,cottage,675.0,222,298,4,8,False,True,False,False,89.465
house,residence,675.0,200,295,2,2,False,False,True,False,86.847
house,residence,678.0,146,390,3,2,False,False,True,False,65.54
house,residence,679.0,309,490,3,2,False,True,True,False,40.835
house,residence,680.0,144,689,2,2,False,False,True,False,55.876
house,master-house,680.0,316,240,3,2,False,True,True,False,49.585
house,residence,681.0,580,757,2,2,False,True,True,False,46.671
house,residence,681.0,135,82,2,2,False,False,False,False,48.879
house,mixed-building,682.0,189,250,2,2,False,True,True,False,45.996
house,residence,682.0,189,250,2,2,False,True,True,False,45.996
house,residence,683.0,117,1050,3,2,False,True,True,False,65.54
house,residence,683.0,256,232,2,2,False,True,False,False,56.426
house,residence,683.0,117,305,3,4,False,False,True,False,91.227
house,residence,684.0,95,130,2,2,False,True,True,False,60.608
house,residence,684.0,190,95,2,2,False,True,False,False,49.077
house,residence,685.0,197,390,2,2,False,False,True,False,55.517
house,master-house,685.0,474,1300,4,4,False,True,True,False,42.629
house,residence,685.0,175,110,3,4,False,True,False,False,88.007
house,master-house,685.0,474,1300,4,4,False,True,True,False,35.97
house,residence,686.0,450,1430,4,2,False,False,True,False,79.061
house,villa,687.0,240,444,3,2,False,False,True,False,115.159
house,residence,687.0,80,110,3,2,False,True,True,False,65.54
house,residence,688.0,93,210,2,2,False,False,False,False,88.007
house,residence,688.0,225,162,2,2,False,True,False,False,33.161
house,mixed-building,688.0,260,325,2,4,False,True,False,False,56.563
house,residence,688.0,1380,6149,4,8,False,True,True,False,59.295
house,residence,689.0,158,140,4,2,False,True,False,False,55.517
house,residence,691.0,159,340,2,2,False,True,True,False,65.54
house,residence,692.0,166,157,3,2,False,True,False,False,88.636
house,residence,693.0,215,1338,4,2,False,True,True,False,53.742
house,residence,693.0,937,561,3,8,False,True,False,False,46.635
house,residence,693.0,173,498,4,2,False,True,True,False,49.256
house,residence,696.0,165,285,2,2,False,True,True,False,81.925
house,residence,697.0,142,214,2,2,False,False,True,False,44.945
house,mixed-building,697.0,314,186,2,2,False,True,False,False,92.273
house,residence,700.0,264,1490,4,2,False,True,True,False,79.377
house,residence,701.0,164,264,2,2,False,True,True,False,38.339
house,residence,702.0,185,248,2,2,False,True,True,False,46.635
house,residence,703.0,64,61,3,2,False,False,True,False,60.104
house,residence,703.0,135,70,2,2,False,False,False,False,46.635
house,mixed-building,704.0,369,200,2,4,False,False,False,False,45.996
house,residence,705.0,78,161,2,2,False,False,True,False,92.464
house,residence,705.0,170,390,3,2,False,False,True,False,60.608
house,residence,708.0,120,80,2,2,False,True,False,False,43.552
house,residence,708.0,134,605,2,2,False,False,True,False,42.629
house,residence,709.0,162,337,3,2,False,True,True,False,44.855
house,residence,710.0,211,280,2,2,False,False,True,False,60.65
house,residence,711.0,246,556,2,2,False,False,True,False,51.131
house,residence,711.0,253,249,2,2,False,True,False,False,84.393
house,residence,714.0,140,220,3,2,False,False,True,False,41.542
house,villa,716.0,321,258,4,2,False,True,True,False,51.607
house,residence,718.0,110,330,2,2,False,False,True,False,60.608
house,residence,719.0,271,824,3,2,False,True,True,False,96.243
house,residence,720.0,125,485,2,2,False,True,True,False,47.481
house,residence,720.0,375,220,3,2,False,False,True,False,156.666
house,residence,721.0,276,301,2,2,False,False,True,False,33.161
house,residence,721.0,201,170,2,2,False,False,True,False,57.134
house,residence,722.0,202,100,2,2,False,True,False,False,45.793
house,residence,724.0,178,805,3,4,False,True,True,False,60.608
house,residence,727.0,191,724,3,2,False,True,True,False,60.608
house,residence,728.0,103,140,4,2,False,False,True,False,81.925
house,mixed-building,728.0,460,546,3,8,False,True,False,False,40.835
house,residence,728.0,273,2900,4,2,False,False,False,False,92.464
house,master-house,729.0,274,3000,4,2,False,False,True,False,54.531
house,residence,730.0,226,280,2,2,False,True,True,False,34.83
house,residence,733.0,75,180,3,2,False,False,True,False,57.134
house,residence,733.0,218,374,2,2,False,True,True,False,62.145
house,residence,733.0,135,360,3,2,False,True,True,False,44.549
house,residence,734.0,170,224,2,2,False,True,True,False,101.168
apartment,apartment,735.0,272,0,3,4,False,False,False,False,42.977
house,residence,735.0,325,987,3,2,False,True,True,False,72.248
house,residence,736.0,190,98,4,2,False,True,True,False,45.793
house,residence,737.0,156,275,2,2,False,False,True,False,45.793
house,mixed-building,738.0,500,333,3,4,False,True,False,False,99.78
house,mixed-building,738.0,203,190,2,2,False,False,True,False,44.945
apartment,apartment,740.0,135,0,4,4,False,False,False,False,43.0
house,residence,740.0,135,160,2,2,False,True,True,False,60.104
house,residence,741.0,209,281,3,2,False,True,True,False,92.622
house,mixed-building,742.0,214,340,2,2,False,True,True,False,60.65
house,residence,742.0,175,745,3,2,False,False,True,False,47.099
house,residence,742.0,400,383,2,4,False,True,True,False,49.256
house,residence,742.0,128,170,3,2,False,False,False,False,70.179
house,residence,743.0,195,275,2,2,False,True,True,False,60.65
house,residence,743.0,402,430,4,2,False,True,False,False,79.061
house,residence,743.0,148,61,2,2,False,False,False,False,47.026
house,residence,743.0,187,176,2,2,False,True,True,False,48.879
house,bungalow,744.0,47,350,4,2,False,False,True,False,73.897
house,residence,745.0,200,530,3,2,False,False,True,False,79.377
house,residence,745.0,200,280,3,2,False,True,True,False,96.284
house,mixed-building,745.0,200,280,3,2,False,True,True,False,96.284
house,residence,745.0,248,350,3,2,False,False,False,False,20.791
house,mixed-building,745.0,200,280,3,2,False,True,True,False,96.284
house,mixed-building,749.0,1000,350,2,2,False,False,False,False,2.874
house,residence,749.0,120,80,2,4,False,True,False,False,51.176
house,mixed-building,749.0,800,1245,4,4,False,False,False,False,69.021
house,residence,750.0,140,73,3,2,False,False,False,False,56.563
house,residence,750.0,80,310,2,2,False,False,True,False,60.896
house,residence,750.0,120,235,2,2,False,True,True,False,50.886
house,residence,750.0,140,170,3,2,False,False,True,False,88.007
house,residence,750.0,220,374,2,4,False,False,True,False,85.191
house,residence,750.0,100,74,2,2,False,True,True,False,87.731
house,mixed-building,750.0,220,374,2,4,False,False,True,False,85.191
house,residence,751.0,225,350,3,2,False,True,True,False,45.793
house,mixed-building,751.0,193,240,2,2,False,True,True,False,33.161
house,residence,753.0,166,185,2,4,False,True,True,False,86.847
house,mixed-building,754.0,364,132,2,4,False,False,False,False,61.884
house,residence,755.0,463,731,3,2,False,True,True,False,89.08
apartment,apartment,756.0,197,0,3,2,False,False,False,False,79.377
house,residence,757.0,264,675,4,2,False,False,True,False,88.636
house,residence,757.0,99,150,2,2,False,True,True,False,60.104
house,villa,758.0,244,1525,3,4,False,False,True,False,110.764
house,residence,758.0,170,90,3,2,False,True,True,False,71.352
house,residence,758.0,178,310,2,4,False,True,True,False,44.945
house,mixed-building,760.0,275,105,2,2,False,True,False,False,37.694
house,residence,761.0,130,1155,4,2,False,False,True,False,99.78
house,residence,761.0,130,120,2,2,False,True,True,False,60.608
house,residence,761.0,130,75,3,2,False,False,False,False,56.336
house,residence,763.0,190,228,2,2,False,False,True,False,125.685
house,residence,764.0,140,76,2,4,False,True,True,False,49.047
house,mixed-building,765.0,366,1400,4,4,False,True,True,False,76.935
house,residence,767.0,129,165,2,2,False,True,True,False,87.731
house,residence,768.0,220,494,4,4,False,False,True,False,79.061
house,mixed-building,770.0,148,68,3,2,False,True,True,False,110.213
house,residence,771.0,175,130,2,4,False,False,False,False,49.881
house,residence,771.0,258,680,4,2,False,False,True,False,30.075
house,residence,772.0,123,289,2,4,False,False,True,False,49.881
house,residence,773.0,168,85,3,2,False,True,True,False,48.218
house,residence,773.0,278,178,2,2,False,True,True,False,52.913
house,residence,774.0,71,110,2,2,False,True,False,False,57.134
house,residence,775.0,200,526,4,2,False,False,True,False,93.118
house,mixed-building,776.0,219,230,2,2,False,True,True,False,51.367
house,residence,777.0,180,383,3,2,False,False,True,False,77.14
house,residence,777.0,148,248,2,2,False,True,True,False,110.213
house,residence,777.0,153,159,2,2,False,True,True,False,42.629
house,residence,779.0,127,135,2,2,False,True,True,False,40.835
house,residence,780.0,250,547,2,2,False,True,True,False,57.134
house,residence,780.0,242,587,2,2,False,True,True,False,64.186
house,residence,781.0,201,246,3,2,False,True,True,False,81.318
house,residence,781.0,160,71,2,2,False,True,True,False,49.047
house,residence,781.0,160,916,3,2,False,False,False,False,48.593
house,residence,782.0,115,269,2,2,False,True,False,False,65.54
house,residence,782.0,115,210,3,2,False,False,True,False,55.791
house,mixed-building,783.0,185,107,3,4,False,True,False,False,86.847
apartment,duplex,783.0,83,0,3,4,False,False,False,False,48.218
house,residence,784.0,153,210,2,2,False,True,True,False,40.835
house,residence,784.0,758,2402,4,4,False,True,True,False,122.237
house,residence,785.0,177,195,2,2,False,False,True,False,87.731
house,residence,785.0,140,598,3,8,False,False,False,False,93.118
house,residence,785.0,140,1547,4,2,False,False,True,False,54.741
house,residence,785.0,140,446,2,2,False,True,True,False,65.54
apartment,apartment,787.0,108,0,2,4,False,True,False,False,43.0
house,mixed-building,788.0,222,956,3,2,False,False,True,False,115.05
house,residence,788.0,123,153,2,2,False,False,True,False,52.467
house,residence,788.0,189,350,3,2,False,True,False,False,56.426
house,mixed-building,789.0,190,70,2,2,False,False,False,False,49.256
house,residence,789.0,209,79,2,4,False,True,False,False,48.504
house,residence,791.0,120,202,3,2,False,True,True,False,55.791
house,residence,791.0,335,250,2,4,False,True,False,False,20.697
house,mixed-building,791.0,335,250,2,4,False,True,False,False,20.697
house,residence,791.0,365,1014,4,8,False,False,True,False,57.655
house,residence,792.0,183,687,4,2,False,True,True,False,81.318
house,residence,792.0,164,95,2,2,False,True,True,False,93.118
house,mixed-building,792.0,309,120,4,2,False,True,False,False,34.83
house,residence,792.0,125,102,3,2,False,True,False,False,107.883
house,residence,792.0,202,7320,4,2,False,True,True,False,70.179
house,residence,793.0,145,90,2,2,False,True,True,False,107.354
house,residence,793.0,213,200,3,2,False,True,False,False,48.879
house,residence,794.0,170,190,2,4,False,False,False,False,48.217
house,mixed-building,794.0,516,456,2,4,True,True,False,False,165.217
house,residence,795.0,225,610,4,2,False,False,True,False,49.954
house,mixed-building,795.0,245,100,2,2,False,True,False,False,24.043
house,residence,796.0,113,170,2,2,False,True,True,False,65.54
house,residence,796.0,250,1802,4,2,False,False,True,False,38.517
house,residence,797.0,138,260,2,2,False,True,True,False,48.879
house,residence,798.0,124,130,2,2,False,True,False,False,45.587
house,residence,800.0,286,153,2,2,False,False,False,False,22.734
house,mixed-building,803.0,422,415,2,2,False,True,False,False,87.731
house,master-house,804.0,404,2500,4,2,False,True,True,False,99.399
house,residence,807.0,140,232,2,2,False,True,True,False,49.585
house,residence,808.0,167,322,3,2,False,False,True,False,38.339
house,residence,808.0,120,230,2,4,False,True,True,False,94.862
house,residence,808.0,99,65,2,2,False,True,False,False,44.855
house,residence,809.0,530,1200,4,4,False,True,True,False,127.872
house,residence,809.0,463,2721,3,4,False,False,True,False,73.897
house,residence,810.0,179,480,2,2,False,True,True,False,65.54
house,residence,811.0,170,67,2,4,False,False,False,False,59.062
house,residence,811.0,615,1400,4,4,False,True,True,False,61.45
house,residence,811.0,117,73,2,2,False,False,False,False,56.563
house,master-house,811.0,573,285,2,4,False,True,True,False,34.83
house,mixed-building,812.0,800,419,2,2,False,False,False,False,57.174
house,cottage,812.0,400,2577,4,2,False,True,True,False,30.03
house,residence,812.0,326,245,2,2,False,True,False,False,81.318
house,residence,813.0,2274,29205,4,4,False,False,True,False,67.86
house,residence,813.0,2274,29205,4,4,False,True,True,False,79.377
house,residence,813.0,134,173,2,2,False,True,True,False,63.922
house,residence,813.0,2274,29205,4,4,False,True,True,False,70.926
house,residence,813.0,220,1472,4,2,False,False,True,False,129.59
house,residence,813.0,166,2800,3,2,False,False,True,False,75.919
house,residence,814.0,254,900,4,4,False,True,True,False,91.227
house,residence,814.0,208,368,2,2,False,True,True,False,49.047
house,residence,814.0,183,181,3,2,False,True,False,False,103.672
house,residence,814.0,183,300,3,2,False,True,True,False,42.977
house,residence,816.0,305,254,2,4,False,True,True,False,92.277
house,residence,818.0,550,807,3,8,False,True,True,False,85.191
house,residence,818.0,110,290,3,2,False,False,True,False,65.54
house,chalet,818.0,55,175,4,4,False,True,True,False,62.977
house,residence,818.0,110,560,4,2,False,False,True,False,62.145
house,residence,818.0,243,432,4,2,False,True,True,False,135.37
house,residence,818.0,165,187,2,4,False,True,True,False,68.65
house,residence,819.0,305,350,2,8,False,True,True,False,65.54
house,residence,819.0,427,302,2,2,False,True,False,False,28.143
house,residence,819.0,427,302,2,2,False,True,False,False,33.703
house,residence,819.0,133,155,2,4,False,True,True,False,48.504
house,mixed-building,821.0,218,377,3,4,False,True,True,False,92.273
house,residence,822.0,316,1194,2,4,False,True,True,False,55.066
house,residence,822.0,96,145,2,2,False,True,True,False,60.608
apartment,apartment,822.0,107,0,2,2,False,False,False,False,97.254
house,residence,823.0,255,1250,4,2,False,False,True,False,176.582
house,residence,823.0,170,200,2,4,False,True,True,False,60.608
house,residence,824.0,217,2594,3,2,False,True,True,False,60.73
house,residence,825.0,218,204,2,2,False,False,True,False,68.65
house,residence,825.0,120,90,2,2,False,True,False,False,88.818
house,residence,825.0,120,600,3,2,False,False,True,False,48.504
house,residence,825.0,412,255,2,2,False,True,True,False,92.646
house,residence,826.0,127,230,3,2,False,True,True,False,49.256
house,residence,827.0,133,141,2,2,False,False,True,False,49.954
house,residence,827.0,180,482,3,2,False,False,True,False,75.919
house,residence,827.0,81,90,2,2,False,True,True,False,49.881
house,master-house,827.0,580,2256,4,2,False,True,True,False,35.182
apartment,loft,828.0,163,0,3,4,False,False,False,False,109.519
house,villa,828.0,350,1000,4,2,False,True,True,False,100.048
house,residence,828.0,640,1483,4,4,False,True,True,False,45.024
house,residence,829.0,240,102,2,4,False,True,False,False,59.062
house,residence,829.0,264,335,3,2,False,False,True,False,94.767
house,mixed-building,830.0,1300,1450,4,4,False,True,False,False,30.635
house,mixed-building,830.0,300,284,2,2,False,True,True,False,85.191
house,residence,831.0,95,642,3,2,False,True,True,False,49.256
house,residence,831.0,95,642,3,2,False,True,True,False,49.954
house,residence,831.0,119,750,3,2,False,True,True,False,47.379
house,residence,831.0,95,100,2,2,False,False,True,False,88.007
house,residence,831.0,119,44,3,2,False,False,False,False,44.855
house,residence,831.0,119,615,3,2,False,False,True,False,87.45
house,residence,832.0,96,190,3,2,False,False,True,False,44.122
house,residence,832.0,275,519,2,4,False,True,True,False,82.83
house,residence,832.0,447,670,3,4,False,True,True,False,81.318
house,mixed-building,832.0,447,670,3,4,False,True,True,False,81.318
house,residence,833.0,150,90,2,2,False,True,True,False,70.936
house,residence,833.0,180,225,2,2,False,True,True,False,49.198
house,master-house,833.0,420,706,2,2,False,True,True,False,34.83
house,master-house,833.0,420,706,2,2,False,True,True,False,34.83
house,residence,833.0,150,400,3,2,False,True,True,False,42.629
house,residence,833.0,180,1200,3,2,False,False,True,False,49.536
house,residence,833.0,150,186,2,2,False,True,True,False,43.0
house,residence,833.0,180,175,2,4,False,True,True,False,60.104
house,residence,834.0,260,308,2,4,False,True,True,False,47.481
house,residence,835.0,394,168,2,8,False,True,False,False,61.777
house,residence,836.0,269,260,2,8,False,True,True,False,32.315
house,residence,836.0,190,413,2,4,False,True,True,False,75.919
house,residence,836.0,238,375,4,4,False,True,True,False,94.82
house,mixed-building,836.0,472,1150,4,2,False,True,True,False,33.59
house,mixed-building,837.0,185,125,3,2,False,True,False,False,88.007
house,residence,837.0,448,135,2,2,False,True,False,False,96.284
house,residence,839.0,131,161,2,4,False,True,True,False,82.435
house,residence,840.0,250,450,3,2,False,True,True,False,133.5
house,residence,840.0,327,674,4,2,False,True,True,True,49.453
house,residence,840.0,327,500,4,2,False,True,True,False,49.551
house,residence,841.0,297,530,3,4,False,True,True,True,45.996
house,residence,842.0,89,300,2,4,False,False,True,False,43.0
house,residence,842.0,190,202,3,2,False,False,True,False,31.749
house,residence,842.0,337,253,2,2,False,True,True,False,87.731
house,mixed-building,842.0,445,255,2,4,False,True,True,False,92.646
house,residence,843.0,314,360,3,4,False,True,True,False,88.007
house,residence,843.0,472,769,2,2,False,True,True,False,10.68
house,residence,843.0,160,392,2,2,False,True,True,False,55.791
house,residence,844.0,212,361,3,4,False,True,True,False,76.935
house,residence,844.0,154,130,3,4,False,True,False,False,91.227
house,mixed-building,844.0,308,350,2,4,False,True,False,False,60.65
house,residence,845.0,188,380,2,2,False,False,True,False,22.701
house,residence,845.0,200,422,3,8,False,True,True,False,87.731
house,residence,845.0,227,395,3,2,False,True,True,False,43.143
house,residence,846.0,130,81,2,2,False,True,True,False,60.104
house,residence,846.0,130,2120,4,2,False,False,True,False,61.585
house,mixed-building,847.0,177,129,2,2,False,True,False,False,103.672
house,residence,848.0,165,881,2,2,False,False,True,False,84.393
house,residence,849.0,352,1312,2,4,False,True,True,False,60.896
house,residence,849.0,412,1697,2,2,False,False,True,False,16.267
house,residence,849.0,812,1160,4,2,False,False,False,False,8.766
house,residence,850.0,100,190,3,2,False,True,True,False,49.256
house,master-house,851.0,910,570,2,2,False,True,False,False,34.83
house,residence,852.0,264,501,3,2,False,True,True,False,46.386
house,residence,853.0,457,310,3,4,False,True,False,False,0.021
house,residence,853.0,457,310,4,4,False,True,False,False,12.028
house,residence,854.0,186,220,2,2,False,True,True,False,107.354
house,residence,854.0,234,585,2,2,False,False,True,False,65.54
house,residence,854.0,158,180,2,4,False,True,True,False,48.879
house,master-house,854.0,468,430,2,2,False,True,True,False,49.256
house,residence,855.0,304,324,2,2,False,True,True,False,71.906
house,residence,856.0,139,215,2,2,False,True,True,False,51.131
house,residence,856.0,584,461,3,4,False,False,False,False,85.652
house,residence,857.0,140,160,3,4,False,True,False,False,115.05
house,mixed-building,858.0,290,829,2,4,False,True,True,False,49.585
house,residence,860.0,150,360,3,2,False,False,True,False,88.007
house,residence,860.0,150,325,3,2,False,False,True,False,51.176
house,residence,860.0,150,360,3,2,False,False,True,False,88.007
house,residence,860.0,522,3015,4,4,False,True,True,False,55.445
house,residence,861.0,289,895,3,2,False,False,True,False,42.755
house,residence,861.0,173,182,2,2,False,False,True,False,49.198
house,residence,862.0,116,128,2,2,False,False,True,False,65.54
apartment,apartment,863.0,110,0,2,2,False,True,False,False,49.256
house,residence,863.0,110,260,2,2,False,False,True,False,55.791
house,residence,863.0,110,80,2,2,False,True,False,False,34.83
house,residence,863.0,219,250,2,4,False,False,True,False,76.935
house,residence,864.0,81,209,2,4,False,True,True,False,91.227
