type,subtype,price_m2,living_area,land_area,facades,state,furnished,terrace,garden,pool,distance
house,residence,1736.0,144,75,2,2,False,False,False,False,0.245
apartment,apartment,1736.0,57,0,2,4,False,False,False,False,92.273
house,residence,1736.0,247,621,4,4,False,True,True,False,50.092
house,villa,1737.0,400,1857,4,2,False,True,True,False,2.874
house,residence,1737.0,328,596,4,8,False,True,True,False,23.936
apartment,apartment,1737.0,80,0,2,8,False,True,False,False,92.277
house,master-house,1737.0,400,934,3,4,True,True,True,False,45.691
house,residence,1738.0,126,451,2,4,False,True,True,False,48.879
apartment,duplex,1738.0,92,0,2,4,False,False,False,False,51.176
house,residence,1738.0,172,740,3,4,False,True,True,False,92.277
apartment,apartment,1739.0,92,0,2,4,False,False,False,False,56.563
house,residence,1740.0,166,80,2,8,False,True,False,False,22.734
house,residence,1740.0,166,399,3,2,False,True,True,False,2.3
house,residence,1740.0,135,546,4,2,False,True,True,False,38.517
house,residence,1740.0,189,245,2,8,False,True,True,False,34.82
house,residence,1740.0,189,245,2,8,False,True,True,False,34.82
house,villa,1740.0,270,2255,4,2,True,True,True,False,17.533
house,residence,1741.0,244,1158,4,4,False,True,True,False,84.063
house,residence,1742.0,97,60,3,2,False,False,True,False,2.518
house,residence,1743.0,562,4105,4,8,True,True,True,False,123.575
house,residence,1743.0,109,400,3,2,False,True,True,False,44.653
house,residence,1743.0,160,808,4,4,False,False,True,False,66.059
house,residence,1743.0,238,528,4,4,False,True,True,False,20.986
house,residence,1745.0,200,277,2,8,False,True,True,False,82.017
house,master-house,1745.0,400,3749,4,2,False,True,True,False,37.262
house,residence,1745.0,114,651,4,2,False,False,True,False,46.268
house,residence,1745.0,114,485,3,2,False,True,True,False,7.581
house,residence,1745.0,200,3438,4,2,False,True,True,False,30.172
house,residence,1745.0,114,170,2,4,False,True,True,False,92.277
house,residence,1745.0,200,1150,3,8,False,True,True,False,127.872
apartment,apartment,1745.0,114,0,2,2,False,True,False,False,2.57
house,residence,1746.0,130,310,2,2,False,True,True,False,24.164
apartment,apartment,1746.0,83,0,2,4,False,False,False,False,42.977
house,residence,1747.0,123,95,2,2,False,True,True,False,30.137
house,residence,1748.0,266,700,4,4,False,True,True,False,31.225
house,residence,1748.0,143,417,2,4,False,True,True,False,48.896
house,residence,1748.0,143,525,4,2,False,True,True,False,45.212
house,residence,1748.0,171,81,2,2,False,True,True,False,19.891
house,residence,1748.0,266,2500,4,4,False,True,True,False,28.143
house,residence,1750.0,180,715,3,4,False,True,True,False,32.828
house,residence,1750.0,100,123,3,2,False,False,True,False,38.517
house,residence,1750.0,200,671,3,2,False,True,True,False,26.448
house,residence,1750.0,80,233,3,4,False,False,True,False,72.696
apartment,apartment,1750.0,80,0,2,4,False,False,False,False,56.563
apartment,apartment,1750.0,130,0,2,4,False,True,False,False,41.631
house,residence,1750.0,120,185,2,4,False,False,True,False,88.818
house,residence,1750.0,180,325,3,4,False,True,True,False,23.988
house,residence,1750.0,285,1500,3,8,False,False,True,True,47.026
house,residence,1750.0,376,1992,4,4,False,True,True,True,24.164
house,residence,1750.0,196,708,3,8,False,True,True,False,81.318
house,residence,1750.0,140,260,3,4,False,True,True,False,38.628
apartment,apartment,1750.0,268,0,2,2,False,True,False,False,2.731
house,residence,1750.0,200,646,3,4,False,True,True,False,19.962
apartment,apartment,1750.0,60,0,2,8,False,False,True,False,93.118
house,residence,1750.0,100,400,2,6,False,True,True,False,48.896
house,residence,1750.0,180,200,3,6,False,True,True,False,43.513
house,residence,1750.0,200,671,3,2,False,True,True,False,26.448
house,residence,1750.0,100,357,2,4,False,True,True,False,65.54
house,residence,1750.0,140,315,2,4,False,True,True,False,48.896
house,villa,1750.0,285,1600,4,2,False,False,True,False,48.879
apartment,apartment,1750.0,100,0,4,2,False,False,False,False,43.552
house,villa,1751.0,197,610,4,2,False,True,True,False,28.379
apartment,apartment,1752.0,85,0,2,4,False,True,False,False,110.213
apartment,apartment,1752.0,85,0,2,2,False,False,False,False,38.517
apartment,apartment,1752.0,85,0,2,4,False,True,False,False,41.631
house,villa,1752.0,214,1054,4,4,False,True,True,False,103.672
house,residence,1753.0,254,1009,2,8,False,True,True,False,89.61
house,residence,1753.0,134,65,2,4,False,True,False,False,11.776
apartment,apartment,1754.0,102,0,2,4,False,True,False,False,52.217
apartment,studio,1754.0,37,0,4,2,False,True,False,False,48.504
house,residence,1754.0,265,680,4,4,False,True,True,False,30.687
apartment,duplex,1755.0,131,0,2,2,False,True,True,False,2.874
house,residence,1755.0,94,227,4,4,False,True,False,False,48.217
house,residence,1755.0,282,957,4,8,True,True,True,False,68.912
house,residence,1755.0,94,227,3,2,False,True,True,False,19.962
house,residence,1756.0,185,478,3,8,False,True,True,False,78.743
apartment,penthouse,1756.0,185,0,3,8,False,True,False,False,37.325
house,residence,1756.0,111,105,2,2,False,True,True,False,87.731
house,residence,1756.0,206,595,3,8,False,False,True,False,48.218
house,residence,1756.0,185,183,3,2,False,True,True,False,39.687
apartment,apartment,1756.0,74,0,2,4,False,True,False,False,56.563
house,residence,1756.0,185,570,3,8,False,True,True,False,24.47
house,residence,1757.0,136,409,3,4,False,True,True,False,19.962
house,residence,1757.0,128,450,3,4,False,True,True,False,35.182
house,residence,1757.0,210,700,4,8,False,True,True,False,47.026
house,residence,1757.0,239,1247,3,4,False,False,True,False,42.978
house,residence,1758.0,170,580,3,8,False,True,True,False,37.786
house,residence,1758.0,170,587,4,4,False,True,True,False,110.764
house,residence,1758.0,170,506,3,8,False,True,True,False,119.914
house,villa,1759.0,204,2402,4,2,False,True,True,False,66.48
house,residence,1759.0,125,626,3,4,False,True,True,False,49.047
house,residence,1759.0,125,626,3,4,False,True,True,False,49.047
apartment,apartment,1759.0,108,0,2,8,False,False,False,False,50.092
house,master-house,1759.0,179,198,3,2,False,False,False,False,28.304
house,residence,1760.0,142,402,3,2,False,False,True,False,88.007
house,residence,1760.0,71,147,2,4,False,False,True,False,86.847
house,residence,1760.0,150,165,3,4,False,True,True,False,92.273
house,residence,1760.0,196,231,3,8,False,False,True,False,18.936
house,residence,1761.0,113,565,3,2,False,False,True,False,101.052
house,residence,1761.0,226,202,2,2,False,False,True,False,6.901
house,residence,1761.0,113,75,2,4,False,True,False,False,87.731
house,master-house,1761.0,180,262,2,8,False,True,True,False,110.213
house,residence,1761.0,113,460,2,2,False,True,True,False,25.288
apartment,apartment,1762.0,101,0,4,2,False,True,False,False,66.981
house,residence,1762.0,181,55,2,4,False,True,False,False,2.57
house,residence,1762.0,186,316,2,8,False,False,True,False,50.092
apartment,apartment,1764.0,68,0,2,4,False,False,False,False,60.104
house,residence,1764.0,170,1205,4,8,False,True,True,False,91.227
house,residence,1764.0,221,1513,4,2,False,True,True,False,70.97
house,residence,1764.0,51,53,2,2,False,False,False,False,85.191
house,residence,1764.0,85,325,3,4,False,True,True,False,49.047
apartment,apartment,1765.0,158,0,2,8,False,True,False,False,84.393
house,residence,1765.0,141,227,2,4,False,True,True,False,49.077
house,villa,1765.0,320,1424,4,2,False,True,True,False,92.188
house,residence,1766.0,124,192,2,4,False,True,True,False,92.646
house,residence,1766.0,124,100,2,8,False,True,True,False,48.879
house,residence,1766.0,124,363,3,4,False,False,True,False,91.854
house,residence,1766.0,90,95,3,4,False,True,False,False,86.847
house,residence,1766.0,133,330,3,2,False,True,True,False,57.174
house,residence,1766.0,124,90,2,6,False,True,False,False,110.213
apartment,triplex,1766.0,107,0,2,4,False,True,True,False,99.78
house,villa,1766.0,150,653,4,2,False,True,True,False,48.896
house,residence,1766.0,218,20730,3,2,False,True,True,False,63.825
house,villa,1766.0,90,944,4,2,False,True,True,False,52.251
house,villa,1767.0,280,1220,4,2,False,True,True,False,26.448
house,residence,1767.0,181,853,3,8,False,True,True,False,60.896
house,villa,1767.0,280,1220,4,2,False,True,True,False,26.448
house,residence,1768.0,212,1084,4,4,False,True,True,False,22.701
house,residence,1768.0,220,320,3,4,False,True,True,False,25.419
apartment,apartment,1768.0,147,0,3,4,False,True,True,False,56.563
house,residence,1768.0,147,65,2,2,False,True,False,False,87.731
apartment,apartment,1769.0,130,0,2,4,False,True,False,False,41.631
apartment,apartment,1769.0,130,0,4,8,False,True,False,False,68.687
apartment,duplex,1769.0,226,0,4,8,False,False,False,False,64.872
house,residence,1769.0,169,95,2,4,False,True,False,False,19.891
house,residence,1769.0,243,763,4,2,False,True,True,False,159.503
house,residence,1769.0,169,504,3,4,False,True,True,False,47.026
house,residence,1769.0,113,258,3,4,False,True,True,False,88.007
house,residence,1769.0,152,198,2,4,False,True,True,False,88.007
house,residence,1769.0,169,357,3,2,False,True,True,False,31.225
house,residence,1769.0,130,486,3,4,False,True,True,False,60.608
house,residence,1770.0,240,488,3,4,False,True,True,False,26.344
house,residence,1770.0,161,2701,3,4,True,True,True,False,61.585
apartment,duplex,1770.0,135,0,2,8,False,True,False,False,88.007
house,residence,1770.0,480,1700,2,4,False,True,True,False,29.22
house,residence,1771.0,206,405,2,4,False,True,True,False,37.694
house,residence,1771.0,127,450,2,2,False,True,True,False,72.239
house,residence,1772.0,211,329,3,4,False,True,True,False,79.061
house,residence,1772.0,110,240,2,8,False,True,True,False,48.879
house,residence,1773.0,265,700,3,8,False,False,True,False,29.22
house,villa,1773.0,840,2347,4,8,False,True,True,True,43.724
house,residence,1773.0,141,601,2,2,False,True,True,False,42.522
house,residence,1773.0,84,329,3,4,False,True,True,False,48.217
house,villa,1773.0,313,2150,4,2,False,False,True,False,114.77
apartment,apartment,1773.0,84,0,3,6,False,True,False,False,85.248
apartment,duplex,1774.0,124,0,2,4,False,True,False,False,87.731
house,residence,1774.0,155,429,3,2,False,False,True,False,25.666
house,residence,1774.0,195,322,2,8,True,False,True,False,84.063
house,residence,1774.0,253,1710,4,2,False,True,True,False,41.631
house,residence,1774.0,93,116,3,2,False,True,True,False,81.925
house,residence,1774.0,155,120,3,8,False,True,True,False,97.254
house,residence,1774.0,183,313,2,8,False,False,True,False,50.092
house,residence,1774.0,124,221,2,4,False,False,True,False,52.217
house,residence,1774.0,217,632,3,4,False,True,True,False,10.15
house,residence,1775.0,200,99,3,4,True,True,True,False,29.007
house,residence,1775.0,290,1980,4,4,False,True,True,True,71.943
house,residence,1775.0,169,683,2,8,False,True,True,False,63.922
house,residence,1775.0,129,119,2,2,False,False,True,False,18.51
house,residence,1775.0,129,191,2,2,False,False,True,False,87.731
house,residence,1775.0,200,326,4,8,False,True,True,False,64.103
house,villa,1775.0,388,3047,4,4,False,True,True,False,95.909
house,mixed-building,1776.0,380,90,2,4,False,False,False,False,2.57
house,residence,1776.0,112,281,3,2,False,True,True,False,20.388
apartment,apartment,1776.0,112,0,3,4,False,False,False,False,103.672
house,residence,1776.0,197,160,3,4,False,False,False,False,20.325
apartment,apartment,1776.0,112,0,2,8,False,True,False,False,35.968
apartment,apartment,1776.0,112,0,2,4,False,True,False,False,20.038
apartment,apartment,1776.0,67,0,2,4,False,True,False,False,87.731
house,residence,1777.0,135,193,3,6,False,True,True,False,87.731
house,residence,1777.0,45,219,4,4,False,False,True,False,63.042
house,residence,1777.0,135,556,4,2,False,True,True,False,97.254
house,residence,1777.0,135,493,4,4,False,True,True,False,93.268
house,residence,1777.0,166,167,2,4,False,True,True,False,17.555
house,residence,1777.0,180,630,2,4,False,True,True,False,51.131
house,residence,1777.0,166,213,2,2,False,True,True,False,92.273
house,residence,1777.0,186,637,3,8,False,False,True,False,44.945
house,residence,1777.0,211,800,4,4,False,True,True,False,160.92
house,villa,1778.0,212,1610,4,2,False,True,True,False,58.833
house,residence,1778.0,104,866,2,4,False,False,False,False,47.591
apartment,apartment,1778.0,104,0,2,2,False,True,False,False,39.687
house,residence,1778.0,140,464,3,2,False,True,True,False,33.161
house,villa,1778.0,838,2335,4,8,False,True,True,True,43.724
apartment,apartment,1778.0,140,0,4,4,False,True,False,False,79.543
apartment,apartment,1778.0,95,0,3,4,False,False,False,False,43.0
apartment,duplex,1779.0,168,0,3,8,False,True,False,False,81.925
house,mixed-building,1780.0,250,258,2,2,False,True,True,False,2.882
house,residence,1780.0,196,135,2,2,False,False,True,False,18.51
apartment,apartment,1780.0,100,0,2,2,False,True,False,False,0.245
house,residence,1780.0,205,1119,4,2,False,True,True,False,12.96
house,cottage,1780.0,105,226,3,4,False,False,True,False,107.354
house,mixed-building,1780.0,5000,12000,4,6,False,True,True,False,51.607
house,residence,1781.0,160,335,3,4,False,False,False,False,126.211
house,residence,1781.0,183,1000,4,2,False,True,True,False,51.178
apartment,apartment,1781.0,87,0,2,8,False,False,False,False,49.256
house,residence,1781.0,160,955,3,4,False,True,True,False,95.439
apartment,apartment,1781.0,87,0,2,4,False,True,False,False,56.563
house,residence,1781.0,87,388,2,2,False,False,True,False,93.4
house,residence,1781.0,233,646,2,4,False,True,True,False,26.413
house,residence,1781.0,174,68,2,4,False,True,False,False,165.217
house,residence,1782.0,115,401,3,4,False,True,False,False,94.938
house,residence,1782.0,115,580,2,4,False,True,True,False,35.182
house,residence,1783.0,171,2269,4,4,False,True,True,False,93.118
house,residence,1783.0,134,121,3,6,False,True,False,False,42.535
house,residence,1783.0,300,1778,4,8,False,True,True,False,101.633
house,residence,1785.0,140,132,2,8,False,True,False,False,118.233
house,residence,1785.0,168,458,4,4,False,True,True,False,89.265
house,residence,1785.0,140,750,2,4,False,True,True,False,62.492
house,residence,1785.0,210,175,2,4,False,True,True,False,12.85
house,residence,1785.0,168,220,2,4,False,True,True,False,92.277
house,residence,1785.0,98,100,2,4,False,True,False,False,31.749
house,residence,1787.0,156,226,2,8,False,False,True,False,50.092
house,residence,1787.0,165,192,2,4,False,True,False,False,110.213
house,master-house,1787.0,240,1309,4,4,False,True,True,False,48.896
house,residence,1787.0,193,494,3,4,False,True,True,False,115.482
house,residence,1787.0,186,330,3,8,False,False,True,False,50.092
house,residence,1788.0,123,139,2,4,False,True,True,False,85.248
house,residence,1788.0,156,249,3,2,False,True,True,False,17.321
house,residence,1789.0,190,1259,4,4,False,True,True,False,64.103
house,residence,1789.0,95,127,2,2,False,True,True,False,33.161
house,villa,1789.0,190,854,4,8,False,True,True,False,70.179
house,residence,1789.0,204,77,2,2,False,True,False,False,0.021
house,residence,1790.0,215,333,3,4,False,True,True,False,35.566
apartment,apartment,1790.0,100,0,2,2,False,True,False,False,87.731
house,residence,1790.0,100,234,3,4,False,True,True,False,49.047
house,residence,1790.0,167,274,2,4,False,True,True,False,97.571
house,residence,1790.0,148,177,3,4,False,True,True,False,92.273
house,residence,1790.0,100,169,2,4,False,True,True,False,92.646
house,residence,1790.0,167,491,2,4,False,True,True,False,45.793
house,residence,1790.0,234,320,3,4,False,True,True,False,17.321
house,residence,1790.0,167,226,2,8,False,True,True,False,89.21
house,residence,1791.0,321,1221,4,6,False,True,True,False,116.502
apartment,duplex,1791.0,120,0,2,4,False,False,False,False,45.849
house,residence,1791.0,139,84,2,2,False,True,True,False,0.245
house,residence,1791.0,259,339,3,2,False,True,True,False,4.146
house,residence,1792.0,111,135,2,2,False,True,True,False,72.239
house,residence,1792.0,265,1250,3,4,False,False,True,False,41.398
house,residence,1792.0,809,3950,3,2,False,False,False,False,12.159
house,villa,1792.0,323,1321,4,4,False,True,True,False,20.697
house,residence,1792.0,159,178,3,4,False,True,False,False,2.3
house,mixed-building,1792.0,809,3950,3,2,False,False,False,False,12.159
apartment,apartment,1793.0,150,0,2,4,False,False,False,False,56.563
house,residence,1793.0,150,169,2,2,False,True,True,False,2.3
house,residence,1794.0,156,225,2,8,False,True,True,False,47.464
house,residence,1794.0,156,223,2,8,False,True,True,False,56.563
house,residence,1794.0,117,70,2,6,False,True,False,False,33.161
house,residence,1794.0,234,3801,4,4,False,True,True,False,41.631
house,residence,1794.0,443,2373,2,4,False,True,True,False,62.492
house,villa,1794.0,195,858,4,4,False,True,True,False,50.289
house,residence,1794.0,156,223,2,8,False,True,True,False,48.879
house,residence,1794.0,195,1644,4,2,False,True,True,False,61.068
house,residence,1794.0,78,102,3,2,False,False,True,False,60.104
house,residence,1795.0,181,177,2,4,False,True,True,False,1.874
house,residence,1795.0,362,1004,4,8,False,False,True,False,55.445
house,residence,1795.0,200,208,2,8,False,True,True,False,39.687
apartment,triplex,1795.0,142,0,2,2,False,True,False,False,2.57
house,residence,1795.0,289,612,4,8,False,True,True,False,27.789
house,chalet,1796.0,128,1039,4,4,False,True,True,False,73.897
apartment,apartment,1796.0,128,0,2,8,False,True,False,False,49.954
house,residence,1797.0,222,635,4,4,False,True,True,False,20.267
house,residence,1797.0,222,1320,4,8,False,True,True,False,81.925
house,residence,1797.0,153,546,3,4,False,True,True,False,92.277
house,residence,1798.0,198,331,3,8,False,False,True,False,40.835
house,villa,1800.0,486,3162,4,4,False,True,True,True,34.291
house,residence,1800.0,100,432,4,2,False,False,True,False,87.731
house,residence,1800.0,100,345,3,2,False,True,True,False,79.643
house,residence,1800.0,50,194,2,2,False,False,True,False,10.538
house,residence,1800.0,75,115,4,4,False,True,True,False,63.922
house,residence,1800.0,75,115,4,4,False,True,True,False,63.922
house,residence,1800.0,100,65,2,4,False,True,False,False,87.731
house,villa,1800.0,250,1701,4,8,False,True,True,False,63.042
house,villa,1800.0,486,3162,4,4,False,True,True,True,28.379
apartment,duplex,1800.0,130,0,2,2,False,False,False,False,4.146
apartment,apartment,1800.0,55,0,3,4,False,True,True,False,24.485
house,residence,1800.0,155,84,2,2,False,True,True,False,0.245
house,residence,1800.0,250,3172,4,2,False,False,True,False,35.97
apartment,apartment,1800.0,75,0,2,2,False,True,False,False,111.452
house,mixed-building,1800.0,275,100,2,2,False,True,False,False,2.518
house,residence,1800.0,100,307,2,4,False,True,True,False,46.635
house,residence,1800.0,236,672,3,4,False,True,True,False,18.277
house,residence,1801.0,136,208,3,4,False,True,True,False,34.783
house,residence,1801.0,136,132,2,4,False,True,False,False,114.77
apartment,duplex,1801.0,136,0,2,8,False,True,False,False,110.213
house,residence,1801.0,166,154,3,4,False,True,True,False,92.277
house,villa,1802.0,288,1449,4,8,False,True,True,False,52.913
house,residence,1802.0,319,1088,4,4,False,True,True,False,37.325
house,residence,1802.0,208,745,2,2,False,True,True,False,28.143
house,residence,1802.0,86,463,3,2,False,False,True,False,63.922
house,bungalow,1802.0,152,803,4,4,False,True,True,False,94.057
house,residence,1803.0,158,272,3,4,False,True,True,False,25.419
house,residence,1803.0,219,1206,4,2,False,False,False,False,165.217
house,bungalow,1803.0,310,914,4,4,False,True,True,False,2.3
house,residence,1803.0,122,115,2,4,False,True,False,False,92.646
house,residence,1803.0,127,390,3,4,False,True,True,False,42.629
house,residence,1804.0,485,3037,4,2,False,True,True,False,16.389
house,residence,1804.0,138,153,2,2,False,True,True,False,68.912
house,residence,1804.0,199,206,3,8,False,True,True,False,16.267
apartment,apartment,1804.0,97,0,2,4,False,True,False,False,30.241
house,residence,1804.0,138,170,2,6,False,True,True,False,48.879
house,residence,1805.0,216,710,3,2,False,False,True,False,20.362
house,residence,1805.0,180,471,3,8,False,True,True,False,46.635
house,residence,1805.0,77,60,2,2,False,False,False,False,10.846
apartment,duplex,1805.0,108,0,2,4,False,True,False,False,20.038
house,mixed-building,1805.0,180,240,2,4,False,True,False,False,81.925
apartment,triplex,1805.0,72,0,3,4,True,True,False,False,127.872
house,residence,1805.0,180,638,2,4,False,True,True,False,47.481
house,residence,1805.0,442,3052,4,4,False,True,True,False,92.637
house,residence,1805.0,180,471,3,8,False,True,True,False,46.635
house,residence,1805.0,180,787,4,4,False,True,True,False,54.152
house,residence,1805.0,180,311,2,4,False,True,True,False,127.872
house,residence,1806.0,232,1338,4,4,False,True,True,False,121.404
house,residence,1806.0,165,925,4,2,False,False,True,False,56.426
apartment,apartment,1806.0,83,0,2,4,False,True,False,False,85.248
apartment,apartment,1807.0,130,0,2,2,False,False,True,False,2.57
house,residence,1807.0,190,979,4,8,False,False,True,False,91.227
apartment,penthouse,1807.0,130,0,2,2,False,False,False,False,103.672
house,residence,1807.0,182,205,4,8,False,True,True,False,128.363
house,residence,1807.0,171,443,4,2,False,True,True,False,42.249
house,residence,1808.0,141,120,2,4,False,True,True,False,17.639
house,residence,1808.0,204,1345,4,4,False,True,True,False,48.127
house,residence,1809.0,163,1073,3,2,False,True,True,False,20.986
apartment,duplex,1809.0,110,0,3,4,False,False,False,False,48.879
apartment,duplex,1809.0,152,0,2,4,False,True,True,False,20.697
house,residence,1809.0,110,1599,3,2,False,False,True,False,54.531
house,residence,1809.0,110,960,2,6,False,True,True,False,92.169
house,residence,1809.0,550,3939,4,8,False,True,True,True,46.386
house,residence,1809.0,414,863,2,8,False,True,True,False,20.791
house,residence,1810.0,190,840,4,8,False,True,True,False,77.481
apartment,apartment,1810.0,58,0,2,4,False,True,False,False,87.731
house,residence,1811.0,154,214,3,4,False,True,True,False,30.137
house,residence,1811.0,207,288,3,4,False,True,True,False,24.403
house,residence,1811.0,138,300,2,4,False,True,True,False,92.273
apartment,apartment,1811.0,138,0,2,4,False,True,False,False,39.687
apartment,apartment,1811.0,106,0,2,4,False,True,False,False,111.452
house,residence,1812.0,187,873,4,4,False,True,True,False,55.88
house,residence,1812.0,165,468,3,8,False,False,True,False,82.298
house,residence,1813.0,231,935,4,6,False,True,True,False,66.059
house,residence,1813.0,182,408,3,4,True,True,True,False,22.701
house,residence,1813.0,182,408,3,4,True,True,True,False,22.701
house,residence,1813.0,215,468,2,2,False,True,True,False,10.908
apartment,apartment,1813.0,102,0,2,8,False,True,False,False,51.367
house,residence,1813.0,220,90,2,2,False,True,True,False,2.237
apartment,apartment,1813.0,110,0,3,4,False,True,False,False,72.239
house,residence,1815.0,157,1258,2,8,False,True,True,False,109.519
house,residence,1815.0,606,3180,4,8,False,True,True,False,30.687
house,residence,1815.0,218,400,3,8,False,False,True,False,114.77
house,residence,1815.0,325,1341,4,4,False,True,True,False,13.96
house,residence,1816.0,245,330,2,4,False,True,True,False,22.771
house,residence,1816.0,245,330,2,4,False,True,True,False,23.275
house,residence,1816.0,71,105,3,4,False,False,True,False,44.122
house,villa,1816.0,300,907,4,4,False,True,True,False,16.744
house,residence,1817.0,148,743,3,2,False,True,True,False,31.225
house,residence,1817.0,126,516,2,4,False,True,True,False,45.849
apartment,apartment,1817.0,104,0,2,4,False,True,False,False,61.068
house,residence,1817.0,93,200,2,8,False,True,True,False,45.793
house,residence,1817.0,148,1800,4,4,False,True,True,True,92.169
house,residence,1817.0,82,214,2,2,False,True,True,False,48.879
apartment,apartment,1817.0,104,0,2,6,False,True,False,False,56.563
apartment,duplex,1817.0,165,0,2,4,False,True,True,False,23.447
apartment,apartment,1818.0,55,0,2,4,False,False,False,False,92.277
house,residence,1818.0,121,185,2,4,False,True,True,False,92.273
house,villa,1818.0,88,2310,4,4,False,False,True,False,76.935
house,residence,1818.0,231,80,2,4,False,False,False,False,10.908
house,residence,1819.0,272,679,4,2,False,False,True,False,4.653
house,residence,1820.0,217,231,3,8,False,True,True,False,91.129
house,residence,1821.0,151,90,2,4,False,True,True,False,17.639
house,residence,1821.0,140,312,4,4,False,True,True,False,41.542
house,villa,1821.0,263,743,4,4,False,True,True,False,40.835
house,residence,1822.0,208,6877,3,4,False,True,True,False,115.05
house,residence,1822.0,118,94,2,2,False,False,True,False,17.795
house,residence,1823.0,164,345,2,2,False,True,True,False,18.558
house,residence,1823.0,170,235,4,4,True,True,True,False,50.284
house,residence,1823.0,164,90,2,4,False,False,True,False,19.891
house,residence,1823.0,153,330,2,4,False,True,True,False,48.879
house,villa,1823.0,153,807,4,8,False,True,True,False,55.445
house,residence,1823.0,170,465,4,4,False,True,True,False,95.439
apartment,apartment,1823.0,85,0,4,4,False,True,False,False,72.239
house,residence,1824.0,137,115,3,8,False,True,True,False,45.587
house,residence,1824.0,359,471,3,8,False,True,True,False,48.879
apartment,apartment,1825.0,63,0,2,4,False,False,True,False,72.239
house,residence,1825.0,109,386,3,4,False,True,True,False,53.916
house,bungalow,1825.0,200,880,4,4,False,True,True,False,27.093
apartment,apartment,1825.0,120,0,2,2,False,True,True,False,2.942
house,residence,1825.0,200,281,2,4,False,True,True,False,27.093
house,residence,1825.0,207,750,3,8,False,False,True,False,82.83
house,mixed-building,1825.0,120,408,4,4,False,True,True,False,79.769
house,residence,1825.0,120,145,2,4,False,True,True,False,92.273
house,residence,1825.0,120,180,2,8,False,True,True,False,88.007
house,residence,1825.0,178,214,3,4,False,True,False,False,54.828
house,residence,1825.0,120,64,2,6,False,True,False,False,135.37
house,residence,1825.0,120,112,3,4,False,False,True,False,22.183
house,residence,1826.0,323,116,2,2,False,False,False,False,0.245
house,residence,1826.0,230,610,4,2,False,False,True,False,55.38
house,residence,1826.0,156,210,3,2,False,True,True,False,20.697
house,residence,1826.0,186,830,4,8,False,True,True,False,77.481
apartment,apartment,1826.0,300,0,2,4,False,True,True,False,178.11
house,mixed-building,1826.0,300,264,2,4,False,True,True,False,178.11
apartment,apartment,1827.0,87,0,2,4,False,True,False,False,110.213
house,residence,1827.0,180,272,2,2,False,False,True,False,18.51
house,residence,1828.0,169,1035,4,2,False,False,True,False,45.024
apartment,apartment,1829.0,123,0,2,2,False,True,True,False,2.942
apartment,duplex,1829.0,123,0,2,2,False,False,False,False,2.518
house,residence,1829.0,410,5000,4,2,False,True,True,True,34.291
house,residence,1830.0,136,290,2,4,False,True,True,False,88.007
apartment,apartment,1830.0,142,0,2,2,False,True,False,False,0.047
apartment,apartment,1830.0,142,0,2,2,False,True,False,False,2.57
house,residence,1830.0,65,70,2,4,False,False,False,False,92.273
house,residence,1831.0,196,637,2,8,False,True,True,False,51.715
house,residence,1831.0,196,1334,4,2,False,True,True,False,50.092
house,residence,1831.0,327,1278,4,2,False,True,True,False,53.783
house,residence,1832.0,131,863,3,2,False,False,True,False,51.176
house,residence,1832.0,161,786,4,2,False,True,True,False,52.796
house,residence,1832.0,191,890,3,8,False,True,True,False,61.298
house,residence,1833.0,54,770,3,2,False,False,True,False,86.847
house,residence,1833.0,90,223,2,4,False,True,True,False,39.994
house,residence,1833.0,90,160,2,2,False,True,True,False,93.16
house,residence,1833.0,174,851,3,4,False,False,True,False,54.152
house,residence,1833.0,240,1018,4,4,False,True,True,False,72.248
house,residence,1833.0,180,345,3,4,False,True,True,False,20.697
house,residence,1833.0,120,270,4,2,False,False,True,False,47.591
apartment,apartment,1833.0,60,0,4,2,False,False,False,False,43.552
house,residence,1833.0,270,1549,4,2,False,True,True,False,20.82
house,residence,1833.0,150,370,2,4,False,True,True,False,54.006
house,residence,1833.0,120,263,2,4,False,True,True,False,59.289
apartment,apartment,1833.0,150,0,3,8,False,True,True,False,24.47
house,residence,1833.0,180,426,2,4,False,True,True,False,20.697
house,residence,1833.0,145,377,2,8,False,True,True,False,81.318
house,residence,1834.0,163,1195,2,4,False,True,True,False,81.925
house,residence,1834.0,163,272,3,2,False,True,True,False,22.734
house,villa,1835.0,310,1490,4,4,False,True,True,False,13.594
apartment,apartment,1835.0,98,0,3,4,False,True,True,False,51.337
house,residence,1835.0,158,200,2,4,False,False,True,False,51.131
house,residence,1835.0,201,441,3,2,False,True,True,False,7.794
house,residence,1836.0,190,696,4,4,False,False,True,False,77.98
apartment,apartment,1836.0,141,0,2,2,False,False,False,False,2.57
apartment,apartment,1836.0,92,0,2,4,False,False,False,False,111.452
house,residence,1836.0,190,985,4,8,False,True,True,False,81.318
house,residence,1836.0,177,361,4,2,False,False,True,False,28.143
house,residence,1837.0,190,1060,4,8,False,False,True,False,94.862
house,residence,1837.0,264,623,3,4,False,False,False,False,28.776
house,residence,1837.0,271,758,3,4,False,False,True,False,50.178
house,residence,1837.0,135,581,2,2,False,True,True,False,24.164
apartment,duplex,1838.0,136,0,3,8,False,True,False,False,50.092
house,residence,1838.0,217,1985,4,4,False,True,True,False,44.855
